city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
Salt Lake City,Pioneer Park,,Pioneer Park Salt Lake City United States,United States,,,Yes,http://occupyslc.org/,http://occupyslc.org/,capital_big_highlight,target,shaded_dot
"San Antonio, TX",The Alamo,,"The Alamo  San Antonio, TX United States of America",United States of America,6/10/11,250,Yes,https://www.facebook.com/#!/occupysanantonio,https://www.facebook.com/#!/photo.php?fbid=1851185379818&set=a.1851152058985.76554.1846286348&type=3&theater,capital_big_highlight,target,shaded_dot
San Diego,Civic Center,Balboa Park,Civic Center San Diego USA,USA,7/10/11,1500,Yes,http://www.nbcsandiego.com/news/local/Occupy-San-Diego-Sounds-Off-Downtown-131370048.html,http://media.nbcsandiego.com/images/654*368/occupysd7_wallstreet_protest.jpg,capital_big_highlight,target,shaded_dot
San Diego,Gaslamp quarter,Civic Center,Gaslamp quarter San Diego USA,USA,7/10/11,1500 (low estimate)-2500,Yes,http://www.760kfmb.com/story/15716057/occupy-san-diego-struggles-to-revitalize-its-ranks,,capital_big_highlight,target,shaded_dot
San Francisco,City Hall,,City Hall San Francisco USA,USA,,5000,Yes,http://www.huffingtonpost.com/2011/10/16/occupy-san-francisco-week-four_n_1014211.html,http://www.huffingtonpost.com/2011/10/16/occupy-san-francisco-week-four_n_1014211.html,capital_big_highlight,target,shaded_dot
San Jose,Plaza de la Cultura,,Plaza de la Cultura San Jose Costa Rica,Costa Rica,10/15/2011,Unknown,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
San Juan,Golden Mile (Hato Rey),,Golden Mile (Hato Rey) San Juan Puerto Rico,Puerto Rico,10/15/2011,200,Yes,http://news.yahoo.com/puerto-rico-launches-own-occupy-wall-street-192307048.html,http://a.abcnews.com/images/Politics/ap_Puerto_Rico_Occupy_Wall_Street_jt_111016_wg.jpg,capital_big_highlight,target,shaded_dot
"San Luis Obispo, California",Courthouse,Downtown,"Courthouse San Luis Obispo, California United States",United States,,300,No,http://www.ksby.com/news/hundreds-of-protestors-turn-out-for-occupyslo-march/,http://www.flickr.com/photos/brianjmatis/6247681977/in/set-72157627902123652,capital_big_highlight,target,shaded_dot
"san ramon, CA",,,"san ramon, CA usa",usa,,24,Yes,http://sanramon.patch.com/articles/protest-begins-at-chevron-headquarters#photo-8083512,,capital_big_highlight,target,shaded_dot
santa rosa,city hall,,city hall santa rosa usa,usa,oct 15th,3000- 4000,Yes,http://www.pressdemocrat.com/article/20111015/ARTICLES/111019644/1350?Title=Over-2-500-turn-out-for-Occupy-Santa-Rosa-protest,http://www.pressdemocrat.com/article/20111015/ARTICLES/111019644/1350?Title=Over-2-500-turn-out-for-Occupy-Santa-Rosa-protest,capital_big_highlight,target,shaded_dot
Santiago,,,Santiago Chile,Chile,10/15/2011,100000,,,,capital_big_highlight,target,shaded_dot
Santo Domingo,Plaza de Colon,,Plaza de Colon Santo Domingo Dominican Republic,Dominican Republic,10/15/2011,Unknown,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
Sarajevo,,,Sarajevo Bosnia,Bosnia,10/15/2011,150,,http://www.radiosarajevo.ba/novost/65399,http://www.radiosarajevo.ba/img/s/459x254/upload/images/HARD_BiH/Protesti_protiv_kapitalizma_Sarajevo_NC_RS.jpg,capital_big_highlight,target,shaded_dot
Saskatoon,Friendship Park,,Friendship Park Saskatoon Canada,Canada,10/15/2011,400,Yes,http://www.thestarphoenix.com/business/Saskatoon+Park+occupied/5559962/story.html,http://www.thestarphoenix.com/business/5559963.bin?size=620x400s,capital_big_highlight,target,shaded_dot
Scranton,Courthouse Square,,Courthouse Square Scranton USA,USA,10/15/2011,200,Yes,http://www.facebook.com/OccupyScrantonPA?ref=ts,http://www.facebook.com/OccupyScrantonPA?ref=ts,capital_big_highlight,target,shaded_dot
"Seaside, Oregon",City Hall,Turnaround,"City Hall Seaside, Oregon USA",USA,10/10/11,40,Yes,http://www.dailyastorian.com/free/protesters-occupy-seaside/article_54f13a18-f36e-11e0-afb5-001cc4c03286.html,http://www.dailyastorian.com/free/protesters-occupy-seaside/article_54f13a18-f36e-11e0-afb5-001cc4c03286.html,capital_big_highlight,target,shaded_dot
Seattle,Westlake Park,City Hall Plaza,Westlake Park Seattle USA,USA,9/27/11,3000+,Yes,http://seattletimes.nwsource.com/html/localnews/2016514796_occupy16m.html,http://seattletimes.nwsource.com/html/photogalleries/localnews2016515008/1.html,capital_big_highlight,target,shaded_dot
Seoul,Seoul Plaza,Yeouido,"Seoul Plaza Seoul Korea, South","Korea, South",10/15/2011,600,,http://www.koreatimes.co.kr/www/news/nation/2011/10/117_96760.html,,capital_big_highlight,target,shaded_dot
"Skagway, Alaska",City Hall,Pulllen Pond Park,"City Hall Skagway, Alaska USA",USA,10/16/2011,30,No,https://www.facebook.com/event.php?eid=181327378613199,none yet,capital_big_highlight,target,shaded_dot
Sofia,Kliment Ohridski square,next to Parliament,Kliment Ohridski square Sofia Bulgaria,Bulgaria,10/15/11,100,No,http://bulgaria.indymedia.org/article/38082,http://bulgaria.indymedia.org/article/38082,capital_big_highlight,target,shaded_dot
"South Bend, Indiana","Civic Center Park, on Michigan St.","General Assembly at Bank of America, 130 Main St.","Civic Center Park, on Michigan St. South Bend, Indiana United States",United States,"Saturday, October 8",299,Yes,http://occupyindiana.org/where/south-bend/,http://www.facebook.com/photo.php?fbid=2180017894911&set=o.273043619385874,capital_big_highlight,target,shaded_dot
"South Portland, ME",,,"South Portland, ME usa",usa,,,Yes,,,capital_big_highlight,target,shaded_dot
Split,Peristyle,,Peristyle Split Croatia,Croatia,10/15/2011,1000,,http://www.index.hr/vijesti/clanak/prosvjedi-u-splitu-organizatori-trazili-da-se-maknu-tito-i-crvene-zastave-pa-razvili-zastavu-dalmacije/577490.aspx,http://www.index.hr/images2/globalni_prosvjed19-151011glavna.jpg,capital_big_highlight,target,shaded_dot
Spokane,Riverside and Monroe,Chase Bank Branch,Riverside and Monroe Spokane USA,USA,9/28/2011,2000,Yes,http://www.suite101.com/news/spokane-media-buries-2000-spokane-protesters-oct-16-2011-a393445,http://media.spokesman.com/photos/2011/10/15/15_a1_2_t620.jpg?161ad8e426d1312361ed5892fdc121cdf327258d,capital_big_highlight,target,shaded_dot
"Springfield, Missouri",Park Central Square,The Kitchen,"Park Central Square Springfield, Missouri USA",USA,101511,>100,No,http://ozarksfirst.com/fulltext?nxd_id=538407,https://plus.google.com/photos/116485587420758803421/albums/5663838203449243281#photos/116485587420758803421/albums/5663838203449243281,capital_big_highlight,target,shaded_dot
St. John's,Harbour Side Park,,Harbour Side Park St. John's Canada,Canada,10/16/2011,50,Yes,http://theindependent.ca/2011/10/16/blog-occupy-newfoundland-day-one/,http://www.thetelegram.com/media/photos/unis/2011/10/17/photo_1881153_resize.jpg,capital_big_highlight,target,shaded_dot
"St. Louis, Missouri",Kiener Plaza,,"Kiener Plaza St. Louis, Missouri United States of America",United States of America,1/10/11,1000,Yes,http://eureka-wildwood.patch.com/articles/on-the-front-lines-of-occupy-st-louis,http://libcom.org/news/meet-me-occupystlouis-07102011,capital_big_highlight,target,shaded_dot
State College,Penn State HUB,,Penn State HUB State College United States,United States,10/17/2011,40,Yes,http://occupypennstate.tumblr.com/,http://occupypennstate.tumblr.com/,capital_big_highlight,target,shaded_dot
Stockholm,Sergels torg,,Sergels torg Stockholm Sweden,Sweden,10/15/2011,200,,http://www.svd.se/nyheter/inrikes/occupy-wall-street-nar-sverige_6554535.svd,http://www.svd.se/multimedia/dynamic/00793/demo_sergel_793239c.jpg,capital_big_highlight,target,shaded_dot
Stockholm,Sergels torg,Kungsträdgården,Sergels torg Stockholm Sweden,Sweden,10/15/2011,1000,Yes,STV,,capital_big_highlight,target,shaded_dot
Stuttgart,Schlossplatz,,Schlossplatz Stuttgart Germany,Germany,15.10.11,3000,No,http://www.stuttgarter-zeitung.de/inhalt.occupy-wall-street-3000-demonstrieren-gegen-macht-der-finanzmaerkte.a15cf973-e721-4acf-a342-350e6f9477eb.html,http://www.stuttgarter-zeitung.de/inhalt.occupy-wall-street-3000-demonstrieren-gegen-macht-der-finanzmaerkte.a15cf973-e721-4acf-a342-350e6f9477eb.html,capital_big_highlight,target,shaded_dot
Sydney,"Reserve Bank of Australia, 65 Martin Place",,"Reserve Bank of Australia, 65 Martin Place Sydney",,10/15/2011,2000,,Reuters,,capital_big_highlight,target,shaded_dot
"Tahlequah, OK",Norris Park,,"Norris Park Tahlequah, OK USA",USA,Oct 8 & 15,"25 (population 14,458)",Yes,,https://www.facebook.com/home.php?sk=fl_1846845945943#!/photo.php?fbid=10150313613596503&set=t.1684516234&type=3&theater,capital_big_highlight,target,shaded_dot
Taipei,"Taipei stock exchange, Taipei 101",,"Taipei stock exchange, Taipei 101 Taipei Taiwan",Taiwan,10/15/2011,100,,Reuters,,capital_big_highlight,target,shaded_dot
Tallahassee,Capitol building,,Capitol building Tallahassee USA,USA,10/14/2011,200,Yes,http://www.thefamuanonline.com/news/hundreds-in-tallahassee-occupy-old-capitol-building-to-protest-policies-1.2653371,http://occupytallahassee.org/,capital_big_highlight,target,shaded_dot
"Tampa, Florida",Curtis Hixon Park,,"Curtis Hixon Park  Tampa, Florida USA",USA,5/10/11,300,Yes,http://www.cbs12.com/news/street-4735834-tampa-occupy.html,"http://www.abcactionnews.com/dpp/news/region_tampa/occupy-tampa-gaining-steam,-while-feeling-the-nyc-influence",capital_big_highlight,target,shaded_dot
Tampere,Western Finland,,Western Finland Tampere Finland,Finland,15.10.2011,100,Yes,http://torillatavataan.wordpress.com/,,capital_big_highlight,target,shaded_dot
"Taos, New Mexico",centre cross-roads,,"centre cross-roads Taos, New Mexico USA",USA,6/10/11,10?,Yes,visitor's estimate,,capital_big_highlight,target,shaded_dot
Tel Aviv,Rothschild street,,Rothschild street Tel Aviv Israel,Israel,October 15th,1000,Yes,http://j14.org.il/articles/8831,http://farm7.static.flickr.com/6153/6247849361_502c0097d0.jpg,capital_big_highlight,target,shaded_dot
The Hague,Malieveld,,Malieveld The Hague Netherlands,Netherlands,10/15/2011,700,Yes,http://www.nu.nl/binnenland/2642535/nederlandse-demonstranten-occupy-houden.html,http://media.nu.nl/m/m1ezwooaajr8_700.jpg,capital_big_highlight,target,shaded_dot
Thessaloniki,White Tower,,White Tower Thessaloniki Greece,Greece,10/15/11,3500,No,http://www.alterthess.gr/content/%CE%B8%CE%B5%CF%83%CF%83%CE%B1%CE%BB%CE%BF%CE%BD%CE%AF%CE%BA%CE%B7-%CE%BF%CE%BB%CE%BF%CE%BA%CE%BB%CE%B7%CF%81%CF%8E%CE%B8%CE%B7%CE%BA%CE%B1%CE%BD-%CE%BF%CE%B9-%CE%B4%CE%B9%CE%B1%CE%B4%CE%B7%CE%BB%CF%8E%CF%83%CE%B5%CE%B9%CF%82,,capital_big_highlight,target,shaded_dot
Tokyo,,,Tokyo,,10/15/2011,300,,http://www.todayonline.com/Hotnews/EDC111016-0000080/Occupy-Wall-Street-hits-Asia,,capital_big_highlight,target,shaded_dot
Tokyo,Tokyo Electric Power Co.,,Tokyo Electric Power Co. Tokyo Japan,Japan,10/15/2011,300,Yes,http://search.japantimes.co.jp/cgi-bin/nn20111015x1.html,http://occupypdx.org/wp-content/uploads/2011/10/occupy-tokyo-story-top.jpg,capital_big_highlight,target,shaded_dot
"Toledo, Ohio",Levis Square,,"Levis Square Toledo, Ohio US",US,11/10/11,150,Yes,www.occupytoledo.org,http://www.facebook.com/#!/photo.php?fbid=2534233122250&set=o.258979817473913&type=3&theater,capital_big_highlight,target,shaded_dot
Toronto,St. James Park,Yonge-Dundas Square,St. James Park Toronto Canada,Canada,10/15/2011,3000,Yes,http://www.cbc.ca/news/canada/story/2011/10/16/occupy-canada-sunday.html,http://www.cbc.ca/gfx/images/news/photos/2011/10/16/si-police-eaton.jpg,capital_big_highlight,target,shaded_dot
Toulouse,City centre,,City centre Toulouse France,France,10/15/2011,1000,,http://www.lexpress.fr/actualites/2/actualite/les-indignes-francais-ne-mobilisent-pas-les-foules_1041024.html,,capital_big_highlight,target,shaded_dot
"Traverse City, Michigan",250 E. Front Street,,"250 E. Front Street Traverse City, Michigan USA",USA,10/15/2011,80,Yes,http://record-eagle.com/local/x345568463/Traverse-City-occupied-Saturday,https://www.facebook.com/permalink.php?story_fbid=164342570324284&id=166055833481355&ref=notif&notif_t=share_comment#!/pages/Occupy-Traverse-City/166055833481355,capital_big_highlight,target,shaded_dot
"Trenton, NJ",,,"Trenton, NJ usa",usa,,,Yes,,,capital_big_highlight,target,shaded_dot
"Tucson, AZ",,,"Tucson, AZ usa",usa,,,Yes,,,capital_big_highlight,target,shaded_dot
"Tulsa, Oklahoma",Downtown,,"Downtown Tulsa, Oklahoma USA",USA,10/15/2011,200 (Organizers estimate 600),No,http://www.google.com/url?url=http://www.ktul.com/story/15704063/occupy-tulsa-fills-downtown-tulsa&rct=j&sa=X&ctbs=qdr%3Ad3&ei=MeycTp7YKoWIsQKE4NSECg&ved=0CDwQ-AsoADAA&q=occupy+tulsa&usg=AFQjCNG37_KV11NAvXtcvqbGXoK-9MZPwg&cad=rja,https://www.facebook.com/media/set/?set=a.278313188858816.66932.268134536543348&type=1,capital_big_highlight,target,shaded_dot
Turku,Western Finland,,Western Finland Turku Finland,Finland,15.10.2011,,Yes,,http://torillatavataan.wordpress.com/,capital_big_highlight,target,shaded_dot
Utica,Liberty Bell Corner,,Liberty Bell Corner Utica United States,United States,10/13/2011,400,Yes,http://www.uticaod.com/m/news/x1968428171/Occupy-Utica-protesters-They-got-bailed-out-we-got-sold-out,http://www.uticaod.com/m/news/x1968428171/Occupy-Utica-protesters-They-got-bailed-out-we-got-sold-out?photo=0,capital_big_highlight,target,shaded_dot
Valencia,Comunitat Valenciana,,Comunitat Valenciana Valencia Spain,Spain,10/15/2011,100000,,http://www.acampadavalencia.net/2011/10/16/el-15m-protagoniza-la-mayor-marcha-de-la-comunitat/,,capital_big_highlight,target,shaded_dot
Vancouver,Art Gallery,191 Alexander Street,Art Gallery Vancouver Canada,Canada,10/15/2011,4000,Yes,http://www.vancouversun.com/travel/Occupation+could+last+weeks+protesters/5560433/story.html,http://www.vancouversun.com/travel/Occupation+could+last+weeks+protesters/5560433/story.html,capital_big_highlight,target,shaded_dot
"Vancouver, BC",Vancouver Art Gallery,,"Vancouver Art Gallery Vancouver, BC Canada",Canada,10/15/2011,4000,Yes,Vancouver Sun report,,capital_big_highlight,target,shaded_dot
"Vancouver, Washington",Esther Short Park,,"Esther Short Park Vancouver, Washington USA",USA,10/15/2011,700,No,http://www.columbian.com/news/2011/oct/15/vancouver-joins-worldwide-rally/,http://www.columbian.com/news/2011/oct/15/vancouver-joins-worldwide-rally/,capital_big_highlight,target,shaded_dot
"Ventura, California","Mission Park, Main Street",,"Mission Park, Main Street Ventura, California  United States",United States,10/15-16/11,200-300,Yes,http://www.vcstar.com/news/2011/oct/15/protesters-lead-occupy-rallies-in-ventura-oxnard/?partner=popular,http://www.vcstar.com/videos/detail/occupy-ventura/,capital_big_highlight,target,shaded_dot
"Vermillion, SD",,,"Vermillion, SD usa",usa,,,Yes,,,capital_big_highlight,target,shaded_dot
"Victoria, British Columbia",Centennial Square.,B.C. Legislature Building,"Centennial Square.  Victoria, British Columbia Canada",Canada,10/15/2011,1000,Yes,http://www.timescolonist.com/news/Occupy+Victoria+protest+draws+nearly+downtown/5556501/story.html,http://www.timescolonist.com/news/Occupy+Victoria+protest+draws+nearly+downtown/5556501/story.html,capital_big_highlight,target,shaded_dot
Vienna,Heldenplatz,Westbahnhof,Heldenplatz Vienna Austria,Austria,15.10.2011,3500,No,http://diepresse.com/home/wirtschaft/international/701364/Globaler-Protesttag_Demos-in-952-Staedten,http://www.industriemagazin.net/home/artikel/Fotostrecke/Protest_gegen_die_Finanzindustrie_auch_in_Wien/aid/8261?analytics_from=g_arrows&pos=4&backlink=,capital_big_highlight,target,shaded_dot
Virginia Beach,Towne Pointe Plaza,,Towne Pointe Plaza Virginia Beach United States,United States,10/15/2011,50,Yes,www.occupyvb.com,,capital_big_highlight,target,shaded_dot
"Wailuku, HI",County executive bldg,,"County executive bldg Wailuku, HI USA",USA,7/10/11,150,Yes,Maui News,,capital_big_highlight,target,shaded_dot
"Walnut Creek,  CA",Main St & Mt. Diablo Blvd,,"Main St & Mt. Diablo Blvd Walnut Creek,  CA USA",USA,12/10/11,200 - 300,Yes,http://clayton.patch.com/articles/occupy-walnut-creek-extends-wednesday-protests-into-november-e28ebb1f,http://www.berkeleydailyplanet.com/issue/2011-10-13/article/38580?headline=Hundreds-of-Protesters-Occupy-Walnut-Creek---By-Laura-Dixon-BCN-,capital_big_highlight,target,shaded_dot
Warsaw,,,Warsaw Poland,Poland,10/15/2011,200,,"http://wiadomosci.gazeta.pl/wiadomosci/1,114871,10475410,_Oburzeni__w_Warszawie__Przyszlo_tylko_100_200_osob_.html","http://bi.gazeta.pl/im/0/10475/z10475830W,Polscy--Oburzeni--przed-brama-Uniwersytetu-Warszawskiego.jpg",capital_big_highlight,target,shaded_dot
Washington DC,,,Washington DC USA,USA,10/15/2011,5000,,http://www.bbc.co.uk/news/world-asia-pacific-15324736,,capital_big_highlight,target,shaded_dot
Wellington,Civic Square,,Civic Square Wellington New Zealand,New Zealand,10/15/11,300,Yes,http://www.stuff.co.nz/dominion-post/news/5806982/Weather-won-t-dampen-protest-camp,http://www.stuff.co.nz/dominion-post/news/5806982/Weather-won-t-dampen-protest-camp,capital_big_highlight,target,shaded_dot
"Windsor, Ontario",City Hall Square,,"City Hall Square Windsor, Ontario Canada",Canada,10/15/2011,200,Yes,http://www.windsorstar.com/news/Occupy+Windsor+protesters+slam+system/5556747/story.html,http://windsorite.ca/2011/10/photos-occupy-windsor-marches-begins-occupation/,capital_big_highlight,target,shaded_dot
Winnipeg,Place Bellecour,,Place Bellecour Winnipeg Canada,Canada,10/15/2011,400,,http://www.cbc.ca/news/canada/manitoba/story/2011/10/15/mb-occupy-winnipeg-111015.html,http://www.cbc.ca/i/gfx/play-media.gif,capital_big_highlight,target,shaded_dot
