city,main_location,second_location,map_address,country,start_date,max_numbers,more_one_day,numbers_source,image_url,icon_1,icon_2,icon_3
Vancouver,Vancouver Art Gallery,,"Vancouver,Vancouver Art Gallery,Canada",Canada,15th October,Mar-00,Yes,http://www.vancourier.com/news/canada-in-afghanistan/Occupy+Vancouver+protest+bleeding+participants/5572154/story.html,http://media.greenradio.topscms.com/images/44/a2/265bebf6442b917c61db851fb54f.jpg,capital_big_highlight,target,shaded_dot
"Vancouver, British Columbia",Vancouver Art Gallery,,"Vancouver, British Columbia,Vancouver Art Gallery,Canada",Canada,10/15/2011,4000+,Yes,http://www.theglobeandmail.com/news/national/british-columbia/occupy-vancouver-camps-out-at-art-gallery/article2203412/,http://twitpic.com/70tthc,capital_big_highlight,target,shaded_dot
"Vancouver, British Columbia",Vancouver Art Gallery,,"Vancouver, British Columbia,Vancouver Art Gallery,Canada",Canada,10/15/2011,400,Yes,http://www.cbc.ca/news/canada/british-columbia/story/2011/10/16/bc-occupy-vancouver-day-2.html,http://www.cbc.ca/news/canada/british-columbia/story/2011/10/16/bc-occupy-vancouver-day-2.html,capital_big_highlight,target,shaded_dot
"Vancouver, Washington",Esther Short Park,Downtown,"Vancouver, Washington,Esther Short Park,USA",USA,10/15/2011,700,Yes,http://www.columbian.com/news/2011/oct/15/live-blogging-occupy-vancouver-protest/,http://www.columbian.com/news/2011/oct/15/live-blogging-occupy-vancouver-protest/,capital_big_highlight,target,shaded_dot
Vanouver,Vancouver Art Gallery,,"Vanouver,Vancouver Art Gallery,Canada",Canada,"Saturday, October 15",4000,Yes,http://www.theprovince.com/news/Protesters+organized+Occupy+Vancouver+settles+third/5564170/story.html,http://www.facebook.com/photo.php?fbid=10150858077330106&set=a.10150858075280106.750683.834795105&type=3&theater,capital_big_highlight,target,shaded_dot
Victoria,Centennial Square,,"Victoria,Centennial Square,Canada",Canada,10/15/2011,1000,Yes,http://www.bclocalnews.com/news/132021373.html,http://media.bclocalnews.com/images/76940vicnewsOccupyVictoriaCamp2POct1911.jpg,capital_big_highlight,target,shaded_dot
Victoria BC Canada,Centennial Square,,"Victoria BC Canada,Centennial Square,Canada",Canada,October 15th,1500,Yes,http://wrightresult.com/2011/10/social-media-root-occupy-movement/,http://wrightresult.com/2011/10/social-media-root-occupy-movement/,capital_big_highlight,target,shaded_dot
"Victoria,",Spirit Square,BC Legislature,"Victoria,,Spirit Square,Canada",Canada,October 15th,1200,Yes,http://occupyvictoria.ca/,http://occupyvictoria.ca/,capital_big_highlight,target,shaded_dot
"Victoria, BC",Centennial Square,,"Victoria, BC,Centennial Square,Canada",Canada,10/15/2011,1000,Yes,http://www.bclocalnews.com/news/132021373.html,http://www.bclocalnews.com/news/132021373.html,capital_big_highlight,target,shaded_dot
Vienna,Westbahnhof,Heldenplatz,"Vienna,Westbahnhof,Austria",Austria,11/15/2011,300,No,http://derstandard.at/1318461374398/Occupy-Wall-Street-in-Wien-Gemma-Wall-Street-schaun,http://images.derstandard.at/2011/10/15/1318469755087.jpg,capital_big_highlight,target,shaded_dot
Vienna,Heldenplatz,,"Vienna,Heldenplatz,Austria",Austria,10/15/2011,2000,No,http://derstandard.at/1318461374398/Occupy-Wall-Street-in-Wien-Gemma-Wall-Street-schaun,http://www.flickr.com/photos/58491116@N06/6247314633/,capital_big_highlight,target,shaded_dot
Vigo,Porta do Sol,,"Vigo,Porta do Sol,Spain",Spain,5/15/2011,30000,Yes,http://www.vigoalminuto.com/2011/10/15/mas-indignados-que-nunca-acuden-a-la-llamada-del-15o-y-abarrotan-las-calles-de-vigo/,http://www.vigoalminuto.com/wp-content/uploads/2011/10/15o-urz%C3%A1iz-vista-xeral.jpg,capital_big_highlight,target,shaded_dot
"Walla Walla, Washington",Heritage Park,,"Walla Walla, Washington,Heritage Park,USA",USA,10/16/2011,50,Yes,http://union-bulletin.com/stories/2011/10/17/occupy-movement-spreads-to-valley,http://union-bulletin.com/stories/2011/10/17/occupy-movement-spreads-to-valley,capital_big_highlight,target,shaded_dot
Wellington,Wellington City,,"Wellington,Wellington City,New Zealand",New Zealand,10/15/2011,300 (on day); 50 overnight,Yes,http://www.stuff.co.nz/dominion-post/news/5811066/Protesters-hope-to-stay-till-election,http://static2.stuff.co.nz/1318898484/050/5807050.jpg,capital_big_highlight,target,shaded_dot
Wellington,Civic Square,expanding to Illot Green today,"Wellington,Civic Square,New Zealand",New Zealand,Oct 15th,"80 residents, 300 attendees",Yes,http://www.stuff.co.nz/dominion-post/news/5817450/Welcome-to-Occupy-Wellington,http://static2.stuff.co.nz/1318898484/050/5807050.jpg,capital_big_highlight,target,shaded_dot
Wenatchee,"Bank of America, Downtwon",Centennial Park,"Wenatchee,Bank of America, Downtwon,USA",USA,7/10/11,45,Yes,https://www.facebook.com/groups/occupywenatchee/,,capital_big_highlight,target,shaded_dot
"Whitehorse, Yukon",Legislative building lawn,,"Whitehorse, Yukon,Legislative building lawn,Canada",Canada,10/15/2011,25,Yes,,http://www.facebook.com/OccupyCanada/posts/298753503476573#!/pages/Occupy-Whitehorse/210972445639357,capital_big_highlight,target,shaded_dot
Wichita,Douglas & Broadway,Dockum Memorial,"Wichita,Douglas & Broadway,United States",United States,2/10/11,300,Yes,http://www.kansas.com/2011/10/03/2046125/occupy-wichita-group-forms-on.html,http://a7.sphotos.ak.fbcdn.net/hphotos-ak-ash4/s720x720/296744_261761667194931_256182107752887_727038_1113214617_n.jpg,capital_big_highlight,target,shaded_dot
wilmington Delaware,Rodney Square,,"wilmington Delaware,Rodney Square,usa",usa,"Oct. 15, Rally to support Occupy-delaware","150 rallied, 1000 supporters",Yes,www.occupy-delaware.com,,capital_big_highlight,target,shaded_dot
Winnipeg,Memorial Park,Manitoba Legislative Building,"Winnipeg,Memorial Park,Canada",Canada,10/15/2011,400,Yes,http://www.cbc.ca/news/canada/manitoba/story/2011/10/15/mb-occupy-winnipeg-111015.html ; http://350orbust.wordpress.com/2011/10/18/cold-prairie-winds-not-enough-to-drive-winnipeg-occupiers-out-of-memorial-park/,http://media.winnipegfreepress.com/images/240*162/3524515.jpg,capital_big_highlight,target,shaded_dot
"Winston-Salem, NC",,,"Winston-Salem, NC,,",,,600,Yes,http://occupywinstonsalem.org/,,capital_big_highlight,target,shaded_dot
Yakima,Milennium Plaza,2nd Street Park,"Yakima,Milennium Plaza,United States",United States,"October 16th, 2011",100,Yes,http://www.yakima-herald.com/stories/2011/10/22/occupy-yakima-sees-reduced-crowd-for-second-weekend-rally,http://a3.sphotos.ak.fbcdn.net/hphotos-ak-ash4/311407_226133740782360_100001572064099_663142_1840508184_n.jpg,capital_big_highlight,target,shaded_dot
"Yakima, WA",Milennium Plaza,,"Yakima, WA,Milennium Plaza,WA",WA,10/15/2011,100,Yes,http://www.yakima-herald.com/stories/2011/10/15/occupy-wall-street-movement-goes-local-and-global,http://www.yakima-herald.com/galleries/6635/photos/1,capital_big_highlight,target,shaded_dot
"Youngstown, OH",Central Square,,"Youngstown, OH,Central Square,United States",United States,10/15/2011,300,Yes,http://www.crescent-news.com/ap%20state/2011/10/15/ohio-occupation-protests-grow-spread,http://www.wkbn.com/content/news/local/story/Occupy-Youngstown-Demonstrators-Remain-Downtown/xHN0jLr-00aJ9g5jzT_mpA.cspx,capital_big_highlight,target,shaded_dot
"Youngstown, Ohio",Federal Plaza,,"Youngstown, Ohio,Federal Plaza,United States",United States,10/15/2011,,Yes,,https://www.facebook.com/occupyytown2011#!/media/set/?set=a.115610618547900.19727.100002968874454&type=1,capital_big_highlight,target,shaded_dot
Ypsilanti,,8085 Jack Pine Drive,"Ypsilanti,,United States",United States,,,Yes,,,capital_big_highlight,target,shaded_dot
Zurich,Paradeplatz,"Bern, Basel","Zurich,Paradeplatz,Switzerland",Switzerland,Saturday 15.10.2011,"Zurich (1,000 - figures also mentioned in French newswires. Bern 50, Basel 100",Yes,http://www.swissinfo.ch/eng/politics/Swiss_Indignados_take_to_streets.html?cid=31356288,http://www.flickr.com/photos/68498652@N07/,capital_big_highlight,target,shaded_dot
Zurich,Paradeplatz,Lindenhof,"Zurich,Paradeplatz,Switzerland",Switzerland,15.10.2011,1500,Yes,http://worldradio.ch/wrs/news/switzerland/occupy-wall-street-protestors-march-in-swiss-citie.shtml?27015,http://www.nzz.ch/nachrichten/hintergrund/reportage/frieren_gegen_die_banken_1.13088150.html,capital_big_highlight,target,shaded_dot
Aarhus,,,Aarhus Denmark,Denmark,,,Yes,,,capital_big_highlight,target,shaded_dot
Adelaide,Victoria Square,,"Victoria Square, Adelaide, Australia",Australia,"Saturday 15th October, 2011",200,No,http://www.occupyadelaide.org/,http://www.flickr.com/photos/36117183@N00/sets/72157627773065275/,capital_big_highlight,target,shaded_dot
"Akron, Ohio",downtown,,"downtown Akron, Ohio united states",united states,10/15/2011,none given,Yes,http://www.dispatch.com/content/stories/national_world/2011/10/16/occupy-protests-go-global-for-day.html,http://www.dispatch.com/content/stories/national_world/2011/10/16/occupy-protests-go-global-for-day.html,capital_big_highlight,target,shaded_dot
"Albany, Ny",State capital,,"State capital Albany, Ny albany",albany,don't know,alot lol,Yes,timesunion.com,,capital_big_highlight,target,shaded_dot
"Albuquerque, New Mexico",Yale Park- University of New Mexico,,"Yale Park- University of New Mexico Albuquerque, New Mexico USA",USA,"October 6th, 2011",500,Yes,http://www.koat.com/video/29507000/detail.html,http://www.koat.com/video/29507000/detail.html,capital_big_highlight,target,shaded_dot
"Allentown, pa",7th and Hamilton,,"7th and Hamilton Allentown, pa usa",usa,3/10/11,120+,Yes,sign in sheets,http://occupyallentownpa.org/,capital_big_highlight,target,shaded_dot
"Amarillo, Texas",Chase Building,,"Chase Building Amarillo, Texas USA",USA,10/15/2011,125,Yes,hand count,http://www.facebook.com/photo.php?fbid=260991507275753&set=a.260991017275802.56393.100000947165423&type=3,capital_big_highlight,target,shaded_dot
"Ames, IA",Iowa State University,Tom Evans Park,"Iowa State University Ames, IA USA",USA,10/13/2011,300,Yes,,,capital_big_highlight,target,shaded_dot
Amsterdam,Beursplein,,Beursplein Amsterdam Netherlands,Netherlands,10/15/2011,1500,,http://www.occupyamsterdam.nl/,http://media.nu.nl/m/m1ezwqjaovot_396.jpg,capital_big_highlight,target,shaded_dot
Anchorage Alaska,Town Sq.,,Town Sq.  Anchorage Alaska USE,USE,oct 8tht,60-100,Yes,Anchorage Daily news.,,capital_big_highlight,target,shaded_dot
Ann Arbor,Liberty Plaza,,Liberty Plaza Ann Arbor United States,United States,6/10/11,16-300,Yes,http://occupyannarbor.org/,,capital_big_highlight,target,shaded_dot
Annecy,Town Hall,,Town Hall Annecy France,France,10/15/11,100,Yes,,,capital_big_highlight,target,shaded_dot
Antwerp,Groenplaats,,"Groenplaats, Antwerp, Belgium",Belgium,10/22/2011,,No,http://occupyantwerp.bbforum.be/,http://occupyantwerp.bbforum.be/logos/7362.jpg?1319014985,capital_big_highlight,target,shaded_dot
"Asheville, North Carolina",prichard park,pack square,"prichard park Asheville, North Carolina united states",united states,,,Yes,,,capital_big_highlight,target,shaded_dot
"Ashland, Oregon",Plaza,,"Plaza Ashland, Oregon USA",USA,6/10/11,250-300 (tv news report),Yes,http://www.dailytidings.com/apps/pbcs.dll/article?AID=/20111006/NEWS/110060321,http://www.youtube.com/watch?v=9Pj9lHoJun0,capital_big_highlight,target,shaded_dot
Astoria,,,Astoria USA,USA,10/28/2011,,Yes,,,capital_big_highlight,target,shaded_dot
Athens,Syntagma Square,,Syntagma Square Athens,,10/15/2011,4000,,Reuters,,capital_big_highlight,target,shaded_dot
"Athens, Ohio",Ohio University campus,,"Ohio University campus Athens, Ohio USA",USA,10/16/2011,50,Yes,,http://thepost.ohiou.edu/sites/default/files/imagecache/article_image/n4101711_occupy_0.jpg,capital_big_highlight,target,shaded_dot
Atlanta,Woodruff Park,Troy Davis Park,Woodruff Park Atlanta United States,United States,10/10/11,150,Yes,http://www.ajc.com/news/atlanta/occupy-atlanta-protesters-say-1203215.html,http://www.ajc.com/multimedia/dynamic/01162/101811_occupy_8_1162233c.jpg,capital_big_highlight,target,shaded_dot
Auckland,Aotea Square,Auckland University,Aotea Square Auckland New Zealand,New Zealand,10/15/2011,3000,,Reuters,http://www.nzherald.co.nz/business/news/article.cfm?c_id=3&objectid=10759735,capital_big_highlight,target,shaded_dot
"Augusta, GA",Augusta Common,,"Augusta Common Augusta, GA USA",USA,12/10/11,70,Yes,http://www.wrdw.com/home/headlines/Activists_gearing_up_for_todays_Occupy_Augusta_event_131625403.html,http://occupyaugusta.org/occupy/wp-content/lg-gallery/October%2015%202011/slides/IMG_7712.jpg,capital_big_highlight,target,shaded_dot
"Augusta, Maine",Maine Capitol Building,,"Maine Capitol Building Augusta, Maine United States of America",United States of America,10/15/2011,115,Yes,http://www.onlinesentinel.com/news/Wall-Street-protests-spread-to-Maine-capital-.html,,capital_big_highlight,target,shaded_dot
"Austin, Texas","City Hall, 301 W 2nd St (City Hall)",TX,"City Hall, 301 W 2nd St (City Hall) Austin, Texas United States",United States,6/10/11,1500,Yes,http://www.hilltopviewsonline.com/news/occupy-movement-reaches-austin-city-hall-1.2641599#.TpzddJxZhtM,http://alt.coxnewsweb.com/shared-blogs/austin/austin/upload/2011/10/turnout_starts_light_at_occupy/occupyaustin-thumb.JPG,capital_big_highlight,target,shaded_dot
Bakersfield,Chester and Truxtun (Liberty Bell),,Chester and Truxtun (Liberty Bell) Bakersfield United States,United States,10/15/2011,185,Yes,http://www.facebook.com/groups/wearethe99percent/,http://a4.sphotos.ak.fbcdn.net/hphotos-ak-snc7/310935_2108626038035_1317092774_31939108_1252830273_n.jpg,capital_big_highlight,target,shaded_dot
Baltimore,McKeldin Square/Inner Harbor,,McKeldin Square/Inner Harbor Baltimore United States,United States,4/10/11,200+,Yes,http://www.wbaltv.com/money/29416249/detail.html,http://www.flickr.com/photos/spike55151/6211414073/sizes/l/in/photostream/,capital_big_highlight,target,shaded_dot
Barcelona,Plaza de Catalunya,Arc de Triomf,Plaza de Catalunya Barcelona Spain,Spain,10/15/2011,350000,,http://www.elperiodico.com/es/noticias/sociedad/miles-indignados-congregan-plaza-catalunya-barcelona-1183302,http://estaticos.elperiodico.com/resources/jpg/7/2/1318699875827.jpg,capital_big_highlight,target,shaded_dot
Bellingham,Magnolia Street and Cornwall Street,,Magnolia Street and Cornwall Street Bellingham United States,United States,October 7th,600,Yes,14,http://www.flickr.com/photos/metroeloise/sets/72157627772540075/,capital_big_highlight,target,shaded_dot
"Bellingham, Washington",Maritime Heritage Park,Federal Building,"Maritime Heritage Park Bellingham, Washington United States",United States,7/10/11,300,Yes,http://www.bellinghamherald.com/2011/10/14/2228773/about-300-march-downtown-in-occupy.html,http://www.bellinghamherald.com/2011/10/14/2228773/about-300-march-downtown-in-occupy.html,capital_big_highlight,target,shaded_dot
Bemidji,Paul and Babe Statue,Carnegie Library Building,Paul and Babe Statue Bemidji United States,United States,Oct 15th,30,No,,,capital_big_highlight,target,shaded_dot
Beograd,,,Beograd Serbia,Serbia,,,Yes,,,capital_big_highlight,target,shaded_dot
"Berkeley, California","Bank of America, 2129 Shattuck Avenue",MLK Civic Center Park,"Bank of America, 2129 Shattuck Avenue Berkeley, California USA",USA,8/10/11,200,Yes,http://berkeley.patch.com/articles/occupy-berkeley-takes-to-the-streets,https://www.facebook.com/update_security_info.php?wizard=1#!/pages/Occupy-Berkeley/108761159232428?sk=info,capital_big_highlight,target,shaded_dot
Berlin,Reichstag Parliament Building,,"Reichstag Parliament Building, Berlin, Germany",Germany,Oct 15th 2011,Hundreds,Yes,http://www.treehugger.com/files/2011/10/occupy-berlin-evicted-police-111016.php,http://www.treehugger.com/files/2011/10/occupy-berlin-evicted-police-111016.php,capital_big_highlight,target,shaded_dot
Berlin,Alexanderplatz,,Alexanderplatz Berlin Germany,Germany,10/15/2011,10000,,http://www.faz.net/aktuell/wirtschaft/wirtschaftspolitik/occupy-demonstrationen-angst-vor-dem-untergang-11494323.html,http://www.dorstenerzeitung.de/storage/scl/mdhl/_admin/dpa/infoline/brennpunkte/2766523_m3t1w564h376q75v9432_jpeg-147EA000D0AD613A-20111016-img_33040224_original.large-4-3-800-82-0-2665-1938.jpg,capital_big_highlight,target,shaded_dot
Bern,Heiliggeistkirche,Bundesplatz,Heiliggeistkirche Bern Switzerland,Switzerland,15th October 2011,50,No,http://www.derbund.ch/bern/Occupy-Wall-Street-hat-Bern-erreicht--beinahe/story/29295800,http://www.derbund.ch/bern/Occupy-Wall-Street-hat-Bern-erreicht--beinahe/story/29295800,capital_big_highlight,target,shaded_dot
Bilbao,Plaza Arriaga,Sagrado Corazon to Plaza Arriaga,Plaza Arriaga Bilbao Spain (Basque Country),Spain (Basque Country),3/15/2011,,Yes,,,capital_big_highlight,target,shaded_dot
"Billings, Montana",County Courthouse,,"County Courthouse Billings, Montana USA",USA,10/15/2011,50,Yes,,,capital_big_highlight,target,shaded_dot
"Binghamton, NY, USA",Corner of Court & State Sreets,,"Corner of Court & State Sreets Binghamton, NY, USA United states of America",United states of America,10/15/2011,100,Yes,http://www.wbng.com/news/local/Occupy-Binghamton-Moves-IN-131923733.html,http://www.wbng.com/news/local/Occupy-Binghamton-Moves-IN-131923733.html?gallery=y&img=0&c=y,capital_big_highlight,target,shaded_dot
Birmingham,Victoria Square,,Victoria Square Birmingham UK,UK,10/15/2011,100,Yes,http://www.facebook.com/pages/Occupy-Birmingham-UK/154845231274653,,capital_big_highlight,target,shaded_dot
"Bismarck, ND",,,"Bismarck, ND usa",usa,,,Yes,,https://www.facebook.com/pages/Occupy-Bismarck/289246681088366,capital_big_highlight,target,shaded_dot
"Bloomington, IN",People's Park,March through town to Chase Bank,"People's Park Bloomington, IN USA",USA,9/10/11,200,Yes,http://www.idsnews.com/news/story.aspx?id=83348,http://www.bloomingtononline.net/album/main.php?g2_itemId=310737,capital_big_highlight,target,shaded_dot
"Boca Raton, Florida",Florida Atlantic University,,"Florida Atlantic University Boca Raton, Florida USA",USA,10/13/2011,100,No,http://www.wptv.com/dpp/news/region_s_palm_beach_county/boca_raton/florida-atlantic-university-students-rally-to-add-their-voices-to-occupy-wall-street-movement,http://www.cbs12.com/news/occupy-4736012-fau-include.html,capital_big_highlight,target,shaded_dot
Bochum,Husemann Square,,Husemann Square Bochum Germany,Germany,10/15/2011,500,,"http://www.dorstenerzeitung.de/lokales/bochum/Demonstranten-wettern-gegen-Banken;art932,1438835",http://www.dorstenerzeitung.de/storage/scl/mdhl/artikelbilder/lokales/rn/bolo/bochum/2767542_m3t1w564h376q75v55328_IMG_1052.jpg,capital_big_highlight,target,shaded_dot
Bogota,National Park,,National Park Bogota Colombia,Colombia,10/15/2011,70,,http://www.abc.com.py/nota/indignados-en-latinoamerica-piden-ser-escuchados/,,capital_big_highlight,target,shaded_dot
Boston,Dewey Square,,Dewey Square Boston United States,United States,Sept. 30,1000,Yes,http://www.boston.com/Boston/metrodesk/2011/10/boston-police-warn-protesters-leave-greenway-tonight-moved-out/AS0JWIbXTp9Gn4jZKmfo2J/index.html,http://www.flickr.com/search/?q=Occupy+Boston&f=hp,capital_big_highlight,target,shaded_dot
Boston,Rose Kennedy Greenway,,Rose Kennedy Greenway Boston USA,USA,1/10/11,300,Yes,http://blastmagazine.com/the-magazine/features/enterprise-articles/entrenched-in-occupy-boston-at-the-end-of-week-two/,,capital_big_highlight,target,shaded_dot
"Boulder, CO",Pearl Street,University of Colorado at Boulder,"Pearl Street Boulder, CO Unites States",Unites States,10/15/2011,500,No,http://www.dailycamera.com/boulder/ci_19120896,http://www.dailycamera.com/boulder/ci_19120896,capital_big_highlight,target,shaded_dot
Bratislava,Hviezdoslavovo námestie,,Hviezdoslavovo námestie Bratislava Slovakia,Slovakia,15.10.2011,1000,No,http://www.sme.sk/c/6099081/protestovalo-sa-aj-pred-sidlom-penty.html,http://blog.aktualne.centrum.cz/blogy/tomas-sedlacek.php?itemid=14516,capital_big_highlight,target,shaded_dot
Brattleboro,Wells Fountain Park,,Wells Fountain Park  Brattleboro United States,United States,,100,No,http://www.reformer.com/localnews/ci_19128301,http://extras.mnginteractive.com/live/media/site510/2011/1017/20111017_061630_Image_8.jpg,capital_big_highlight,target,shaded_dot
Brisbane,Post Office Square,,Post Office Square Brisbane Australia,Australia,10/15/2011,200,Yes,http://www.news.com.au/about-100-turn-out-as-us-occupy-wall-street-protest-hits-brisbane/story-e6freoof-1226167349037,http://resources1.news.com.au/images/2011/10/15/1226167/350093-occupy-brisbane.jpg,capital_big_highlight,target,shaded_dot
Bristol,College Green,,College Green Bristol UK,UK,10/16/2011,150,Yes,http://www.bristol247.com/2011/10/17/occupy-bristol-protesters-set-up-camp-at-college-green/,http://bristol247.wpcdn.com/wp-content/uploads/2011/10/Occupy-Bristol-2.jpg,capital_big_highlight,target,shaded_dot
British Columbia,Vancouver,Victoria,"Vancouver, British Columbia, Canada",Canada,OCTOBER 15th,3000,Yes,http://thetyee.ca/News/2011/10/15/OccupyVancouver/,http://thetyee.cachefly.net/News/2011/10/15/artgallery.jpg,capital_big_highlight,target,shaded_dot
"Brooklyn, NY",Grand Army Plaza,,"Grand Army Plaza Brooklyn, NY USA",USA,10/15/2011,150,No,self-counted,www.occupybrooklyn.org,capital_big_highlight,target,shaded_dot
Bruges,Stationsplein,,"Bruges, Stationsplein, Belgium",Belgium,10/29/2011,,No,http://www.meetup.com/occupytogether/Brugge-BE/,,capital_big_highlight,target,shaded_dot
Brussels,Schuman roundabout,,Schuman roundabout Brussels Belgium,Belgium,10/15/2011,6500,,http://www.tijd.be/nieuws/politiek_economie_internationaal/Occupy_Brussel_lokt_6_500_betogers.9116083-3466.art?ckc=1,http://static.tijd.be/i/01/51/80.slider_full.jpeg?ts=1318750420000,capital_big_highlight,target,shaded_dot
Bucharest,Unirii Square,,Unirii Square Bucharest Romania,Romania,10/15/2011,70,No,http://www.romanialibera.ro/actualitate/bucuresti/foto-occupy-bucharest-cum-a-decurs-protestul-indignatilor-din-bucuresti-241208.html,http://www.romanialibera.ro/usr/thumbs/thumb_511_x_340/2011/10/15//203791-indignatii-14.jpg,capital_big_highlight,target,shaded_dot
Budapest,Deák Square,,Deák Square Budapest Hungary,Hungary,10/15/2011,1000,No,http://www.facebook.com/pages/VIL%C3%81GFORRADALOM-2011-OKT-15/289531474406634,http://www.youtube.com/watch?v=jTK_JltR8Ko,capital_big_highlight,target,shaded_dot
Budapest,Erzsébet square-Szabadság square,Pécs,Erzsébet square-Szabadság square Budapest Hungary,Hungary,Oct .15th,1500-2000,No,"different sources,different numbers - estimated by ""professional"" demonstrators",http://vilagforradalom.wordpress.com/aktualis/o15-kepek/314633_2207472750472_1357022483_32249176_41272345_n/,capital_big_highlight,target,shaded_dot
Buenos Aires,Plaza del Congreso,,Plaza del Congreso Buenos Aires Argentina,Argentina,10/15/11,3000,No,http://www.lanacion.com.ar/1415002-en-la-argentina-los-indignados-tambien-marcharon-en-apoyo-al-15-o,,capital_big_highlight,target,shaded_dot
"Buffalo, NY","Niagara Square, Buffalo",,"Niagara Square, Buffalo Buffalo, NY USA",USA,8/10/11,200,Yes,http://www.buffalonews.com/city/communities/downtown/article587286.ece,http://www.buffalonews.com/incoming/article587343.ece/BINARY/w620/OCCUPY.jpg,capital_big_highlight,target,shaded_dot
Cairns,,,Cairns Australia,Australia,10/16/11,,No,,,capital_big_highlight,target,shaded_dot
Cairo,,,Cairo,,10/15/2011,,,,,capital_big_highlight,target,shaded_dot
Calgary,Olympic Plaza,St. Patrick’s Island,Olympic Plaza Calgary Canada,Canada,10/15/2011,300-400,Yes,http://www.canadianbusiness.com/article/51058--occupy-protests-on-prairies-draw-hundreds-crowd-includes-seniors-children,http://www.ffwdweekly.com/calgary-blogs/politics/2011/10/15/occupy-calgary-in-photos-904/,capital_big_highlight,target
Calgary,Bankers Hall,St. Patrick's Island,Bankers Hall Calgary Canada,Canada,10/15/2011,400,Yes,http://www.cbc.ca/news/canada/calgary/story/2011/10/16/calgary-occupy-folo.html,http://www.cbc.ca/photos/galleries/1309/1309_20259_web_8column.jpg,capital_big_highlight,target,shaded_dot
Campinas,Catedral Metropolitana de Campinas,,Catedral Metropolitana de Campinas Campinas Brazil,Brazil,10/15/2011,20,Yes,http://www.band.com.br/noticias/cidades/noticia/?id=100000462611,,capital_big_highlight,target,shaded_dot
"Canon City, Colorado",,,"Canon City, Colorado usa",usa,,,Yes,,,capital_big_highlight,target,shaded_dot
"Canton, OHIO",downtown,,"downtown Canton, OHIO United States",United States,10/15/2011,none given,Yes,http://www.dispatch.com/content/stories/national_world/2011/10/16/occupy-protests-go-global-for-day.html,http://www.dispatch.com/content/stories/national_world/2011/10/16/occupy-protests-go-global-for-day.html,capital_big_highlight,target,shaded_dot
Cape Town,Company Gardens,,Cape Town South Africa,South Africa,10/16/2011,700,Yes,http://occupycapetown.org/,http://occupycapetown.org/wp-content/themes/twentyeleven/images/occupy/20.jpg,capital_big_highlight,target,shaded_dot
Carbonale,SIUC Campus,,"SIUC Campus, Carbonale, USA",USA,10/15/2011,100,Yes,http://occupycarbondale.org/,http://occupycarbondale.org/photos/,capital_big_highlight,target,shaded_dot
Carbondale IL,"Bucky Dome, corner S 51 & Grand","Gaia House, corner S 51 & Grand","Bucky Dome, corner S 51 & Grand Carbondale IL US",US,8/10/11,,Yes,,,capital_big_highlight,target,shaded_dot
Carson City,Capital,,Capital  Carson City  USA,USA,10/15/2011,75,No,http://www.nevadaappeal.com/ARTICLE/20111016/NEWS/111019791/1058/RSS,,capital_big_highlight,target,shaded_dot
"Champaign-Urbana, IL",UIC Campus,,"UIC Campus, Champaign-Urbana, IL, USA",USA,10/15/2011,150,Yes,https://www.facebook.com/photo.php?fbid=225265877537163&set=pu.217917408272010&type=1&theater,https://www.facebook.com/photo.php?fbid=225265877537163&set=pu.217917408272010&type=1&theater,capital_big_highlight,target,shaded_dot
"Champaign, IL",Downtown Champaign,,"Downtown Champaign Champaign, IL USA",USA,10/15/2011,400,No,https://www.facebook.com/OccupyChampaignUrbana,https://www.facebook.com/OccupyChampaignUrbana,capital_big_highlight,target,shaded_dot
Chapel Hill,Post Office,UNC Campus,Post Office Chapel Hill USA,USA,10/15/2011,110,Yes,http://www.newsobserver.com/2011/10/16/1571313/occupy-chapel-hill-demonstrators.html,http://www.flickr.com/photos/adamgee/6252609796/in/photostream/lightbox/,capital_big_highlight,target,shaded_dot
Charleston,Virginia St.,Haddad/ Riverfront Park,Virginia St. Charleston USA,USA,10/15/2011,150,Yes,,,capital_big_highlight,target,shaded_dot
"Charleston, Illinois",Eastern Illinois University,,"Eastern Illinois University, Charleston, Illinois, USA",United States,10/17/2011,12,Yes,"Self, independent observer",http://bryanmurley.com/site/?p=93,capital_big_highlight,target,shaded_dot
"Charlotte, NC",600 E. Trade Street,,"600 E. Trade Street Charlotte, NC USA",USA,8/10/11,600,Yes,http://occupycharlotte.org/,http://occupycharlotte.org/wp-content/uploads/2011/10/occupy2.jpg,capital_big_highlight,target,shaded_dot
"Charlottesville, Virginia",Lee Park,,"Lee Park Charlottesville, Virginia United States",United States,10/14/2011,50,Yes,http://www2.dailyprogress.com/news/2011/oct/15/occupy-charlottesville-protest-draws-dozens-ar-1386928/,http://occupycville.org/,capital_big_highlight,target,shaded_dot
Charlottetown,Province House,,Province House Charlottetown Canada,Canada,10/15/2011,125,Yes,http://www.cbc.ca/news/canada/prince-edward-island/story/2011/10/17/pei-occupy-charlottetown-584.html,http://www.cbc.ca/news/canada/prince-edward-island/story/2011/10/17/pei-occupy-charlottetown-584.html,capital_big_highlight,target,shaded_dot
